#x,0,1,2,3,4,5,6,7,8,9
-52.083333333333336,-31.056999866049864,-8.9977932128433125,-34.998157886562943,-28.82952843738865,-32.838289140289305,-19.313153233235909,-11.471468002088104,-10.87230714815221,-3.3749543930311567,-7.6627026865299435
-50.0,-31.056999866049864,-8.9977932128433125,-34.998157886562943,-28.82952843738865,-32.838289140289305,-19.313153233235909,-11.471468002088104,-10.87230714815221,-3.3749543930311567,-7.6627026865299435
-47.916666666666664,-31.056999866049864,-8.9977932128433125,-34.998157886562943,-28.82952843738865,-32.838289140289305,-19.313153233235909,-11.471468002088104,-10.87230714815221,-3.3749543930311567,-7.6627026865299435
-45.833333333333329,-31.056999866049864,-8.9977932128433125,-34.998157886562943,-28.82952843738865,-32.838289140289305,-19.313153233235909,-11.471468002088104,-10.87230714815221,-3.3749543930311567,-7.6627026865299435
-43.749999999999993,-31.056999866049864,-8.9977932128433125,-34.998157886562943,-28.82952843738865,-32.838289140289305,-19.313153233235909,-11.471468002088104,-10.87230714815221,-3.3749543930311567,-7.6627026865299435
-41.666666666666657,-31.056999866049864,-8.9977932128433125,-34.998157886562943,-28.82952843738865,-32.838289140289305,-19.313153233235909,-11.471468002088104,-10.87230714815221,-3.3749543930311567,-7.6627026865299435
-39.583333333333321,-31.056999866049864,-8.9977932128433125,-34.998157886562943,-28.82952843738865,-32.838289140289305,-19.313153233235909,-11.471468002088104,-10.87230714815221,-3.3749543930311567,-7.6627026865299435
-37.499999999999986,-31.056999866049864,-8.9977932128433125,-34.998157886562943,-28.82952843738865,-32.838289140289305,-19.313153233235909,-11.471468002088104,-10.87230714815221,-3.3749543930311567,-7.6627026865299435
-35.41666666666665,-31.056999866049864,-8.9977932128433125,-34.998157886562943,-28.82952843738865,-32.838289140289305,-19.313153233235909,-11.471468002088104,-10.87230714815221,-3.3749543930311567,-7.6627026865299435
-33.333333333333314,-31.056999866049864,-8.9977932128433125,-34.998157886562943,-28.82952843738865,-32.838289140289305,-19.313153233235909,-11.471468002088104,-10.87230714815221,-3.3749543930311567,-7.6627026865299435
-31.249999999999982,-31.056999866049864,-8.9977932128433125,-34.998157886562943,-28.82952843738865,-32.838289140289305,-19.313153233235909,-11.471468002088104,-10.87230714815221,-3.3749543930311567,-7.6627026865299435
-29.16666666666665,-31.056999866049864,-8.9977932128433125,-34.998157886562943,-28.82952843738865,-32.838289140289305,-19.313153233235909,-11.471468002088104,-10.87230714815221,-3.3749543930311567,-7.6627026865299435
-27.083333333333318,-31.056999866049864,-8.9977932128433125,-34.998157886562943,-28.82952843738865,-32.838289140289305,-19.313153233235909,-11.471468002088104,-10.87230714815221,-3.3749543930311567,-7.6627026865299435
-24.999999999999986,-31.056999866049864,-8.9977932128433125,-34.998157886562943,-28.82952843738865,-32.838289140289305,-19.313153233235909,-11.471468002088104,-10.87230714815221,-3.3749543930311567,-7.6627026865299435
