episode,t,global_t,g_reward,legit_traffic,total_load
0,0,0,0.2643822605386545,0.2643822605386545,9.83924602967807
0,1,1,0.34061904818218647,0.34061904818218647,11.625865416803194
1,0,2,0.19622018732353644,0.19622018732353644,4.067531181499156
1,1,3,0.168449022053166,0.168449022053166,2.266829512032468
2,0,4,0.1493466896382085,0.1493466896382085,12.657528916160674
2,1,5,0.20488860195671,0.20488860195671,11.258407573009483
3,0,6,0.05823514886656467,0.05823514886656467,5.292933144335732
3,1,7,0.023578059219346036,0.023578059219346036,8.684529361141257
4,0,8,0.035533855527736836,0.035533855527736836,5.565318596617462
4,1,9,0.15731055578379238,0.15731055578379238,8.212867720325603
5,0,10,0.22641200809335324,0.22641200809335324,13.699070319845413
5,1,11,0.18537411058760822,0.18537411058760822,11.434474188741895
6,0,12,0.13430892666082775,0.13430892666082775,11.78124213078378
6,1,13,0.18103375881912204,0.18103375881912204,11.282802623477185
7,0,14,0.06694757229487175,0.06694757229487175,2.7872108488841274
7,1,15,0.05894795472885506,0.05894795472885506,1.7938389092843912
8,0,16,0.1651929034508121,0.1651929034508121,8.713669838759701
8,1,17,0.24822009462185401,0.24822009462185401,8.21439753003023
9,0,18,0.18763841887786378,0.18763841887786378,10.86940882159735
9,1,19,0.2196976744123338,0.2196976744123338,12.941346679196924
