1.0,1.00016,0.91736
1.0,2.00015,0.983046
1.0,3.00016,1.04857
1.0,4.00016,0.98304
1.0,5.00015,0.983048
1.0,6.00016,1.04857
1.0,7.00016,0.98304
1.0,8.00016,0.983039
1.0,9.00015,0.983047
1.0,10.0002,1.04857
1.0,11.0002,0.983041
1.0,12.0002,0.98304
1.0,13.0002,0.983034
1.0,14.0002,1.04858
1.0,15.0002,0.98304
1.0,16.0002,0.983034
1.0,17.0002,0.983048
1.0,18.0001,1.04859
1.0,19.0001,0.983057
1.0,20.0001,0.983035
1.0,21.0002,0.983018
1.0,22.0002,1.04857
1.0,23.0002,0.983046
1.0,24.0002,0.98304
1.0,25.0002,0.98303
1.0,26.0002,1.04858
1.0,27.0002,0.983037
1.0,28.0002,0.983048
1.0,29.0002,0.983039
1.0,30.0002,1.04858
1.0,31.0002,0.98304
1.0,32.0002,0.983028
2.0,1.00016,1.83471
2.0,2.00012,1.96617
2.0,3.00016,2.03154
2.0,4.00016,2.0316
2.0,5.00016,1.96609
2.0,6.00016,2.0316
2.0,7.00017,1.96608
2.0,8.00016,2.03162
2.0,9.00016,1.96608
2.0,10.0001,2.0317
2.0,11.0001,1.96609
2.0,12.0002,2.03154
2.0,13.0002,1.96607
2.0,14.0002,2.03163
2.0,15.0001,1.96615
2.0,16.0002,2.03153
2.0,17.0001,1.96617
2.0,18.0001,2.03161
2.0,19.0001,1.96608
2.0,20.0001,2.03162
2.0,21.0002,1.96601
2.0,22.0002,2.0316
2.0,23.0002,1.96609
2.0,24.0002,2.03161
2.0,25.0002,1.96609
2.0,26.0002,2.03161
2.0,27.0002,1.96609
2.0,28.0002,2.03162
2.0,29.0001,1.96616
2.0,30.0002,2.03152
2.0,31.0002,1.96609
2.0,32.0002,2.03159
3.0,1.00013,2.75217
3.0,2.00013,2.94911
3.0,3.00013,3.01466
3.0,4.00012,3.01466
3.0,5.00013,3.01465
3.0,6.00012,3.01468
3.0,7.00012,2.9491
3.0,8.00012,3.01465
3.0,9.00012,3.014656
3.0,10.0001,3.014656
3.0,11.0001,2.94912
3.0,12.0001,3.01466
3.0,13.0001,3.01465
3.0,14.0001,3.01466
3.0,15.0001,3.014656
3.0,16.0001,2.94912
3.0,17.0001,3.014656
3.0,18.0001,3.014656
3.0,19.0001,3.01465
3.0,20.0001,2.94913
3.0,21.0001,3.01469
3.0,22.0001,3.014656
3.0,23.0001,3.01465
3.0,24.0001,3.01466
3.0,25.0002,2.949
3.0,26.0002,3.01466
3.0,27.0001,3.01476
3.0,28.0002,3.01455
3.0,29.0002,2.94912
3.0,30.0002,3.01465
3.0,31.0002,3.014656
3.0,32.0002,3.01464
4.0,1.00016,3.60391
4.0,2.00015,3.9977
4.0,3.00016,4.06322
4.0,4.00016,3.9977
4.0,5.00016,3.99769
4.0,6.00016,3.997696
4.0,7.00016,3.997696
4.0,8.00016,3.997696
4.0,9.00016,3.997696
4.0,10.0002,3.99768
4.0,11.0002,3.99772
4.0,12.0002,3.99769
4.0,13.0002,3.99769
4.0,14.0001,3.99786
4.0,15.0001,3.99769
4.0,16.0002,3.99754
4.0,17.0001,3.99784
4.0,18.0002,3.99753
4.0,19.0002,3.99772
4.0,20.0002,3.9977
4.0,21.0002,3.99768
4.0,22.0002,3.99768
4.0,23.0002,3.99773
4.0,24.0002,3.99769
4.0,25.0002,3.99769
4.0,26.0002,3.997696
4.0,27.0001,3.99782
4.0,28.0002,3.99757
4.0,29.0002,3.99771
4.0,30.0002,3.99769
4.0,31.0002,4.063232
4.0,32.0002,3.99765
5.0,1.00016,4.52127
5.0,2.00016,4.98075
5.0,3.00016,5.04626
5.0,4.00016,4.98073
5.0,5.00016,4.98075
5.0,6.00016,5.04627
5.0,7.00016,4.98073
5.0,8.00016,4.98075
5.0,9.00016,5.04627
5.0,10.0002,4.98072
5.0,11.0002,4.98077
5.0,12.0002,4.98072
5.0,13.0002,5.046272
5.0,14.0002,4.98076
5.0,15.0002,4.98069
5.0,16.0002,5.0463
5.0,17.0002,4.98071
5.0,18.0002,4.98075
5.0,19.0002,4.98076
5.0,20.0002,5.04628
5.0,21.0001,4.98087
5.0,22.0001,4.98073
5.0,23.0001,5.04628
5.0,24.0001,4.98074
5.0,25.0001,4.98073
5.0,26.0001,5.04628
5.0,27.0001,4.98077
5.0,28.0001,4.9807
5.0,29.0001,4.98075
5.0,30.0001,5.04627
5.0,31.0001,4.98073
5.0,32.0001,4.98073
