episode,g_reward,legit_traffic,total_load,av_g_reward,av_legit_traffic,av_total_load
0,0.46943117692500164,0.46943117692500164,37.69702040209874,0.22976353739270891,0.39537596586887308,37.46300332072753
1,0.36084858973466755,0.36084858973466755,29.82612084130595,0.26892406011399361,0.41604492477897453,37.65377158102828
2,0.4198162176744288,0.4198162176744288,38.271192624906895,0.27092385682613235,0.44376404454340873,37.500305706871139
3,0.6154613006311146,0.6154613006311146,36.69546077699289,0.31782009521480331,0.49393586792106325,37.020291977427888
4,0.39588197833179795,0.39588197833179795,38.06963241999559,0.28860807302730745,0.46028813987206763,37.648027629678644
5,0.4595113684906573,0.4595113684906573,37.416097575192516,0.26178241317186246,0.4187896470283316,36.373446438642887
6,0.32942607678459274,0.32942607678459274,37.89967643185884,0.24366498227341152,0.40586154065594859,36.847973685831775
7,0.559377140098415,0.559377140098415,35.752643760930965,0.34266450095065704,0.46109071005224256,37.349269856160653
8,0.35923355607627416,0.35923355607627416,37.19270415514505,0.2812242918114839,0.46019473042725645,36.492963449505375
9,0.5008586473593937,0.5008586473593937,35.152774013426935,0.26819203699409638,0.44454093617295687,36.832459696491199
10,0.45436235975010747,0.45436235975010747,38.82865849406521,0.27044390329699536,0.45435758934864223,36.787500040456315
11,0.5584565665620878,0.5584565665620878,38.07182944289673,0.30638739273887933,0.45941508724555868,37.774201290764147
12,0.43798164265508566,0.43798164265508566,36.726327007495435,0.28983720745638425,0.44926572775687384,36.520378060638379
13,0.5352822622219923,0.5352822622219923,38.054662026995366,0.34689312588979837,0.50061104045822491,37.332082744931583
14,-1.0,0.49127536565563623,38.82399330465445,0.33946702925068972,0.48879521043166368,37.582590922309215
15,0.3820146609511112,0.3820146609511112,38.50937004159698,0.31360485381844749,0.48066858399698414,37.255519443864792
16,0.4477636107047177,0.4477636107047177,37.76991248948913,0.34493125582532663,0.51918948707405743,36.453116936686882
17,0.4293320054728949,0.4293320054728949,37.63963804933995,0.31613735441966639,0.49814986253742766,36.132650543715577
18,0.5419204270945243,0.5419204270945243,33.93745347054499,0.39645214826107905,0.54711259490666631,36.203516551226656
19,0.5986164196014842,0.5986164196014842,37.31164531634972,0.27265137285252988,0.4539315809063173,36.755066092989487
20,-1.0,0.3813006573338634,38.75801153241482,0.40149581315823329,0.54648111521191456,37.531738103690131
21,0.6174077623390114,0.6174077623390114,37.44158762257793,0.31339516530293632,0.50238524044477428,36.853779379805268
22,0.25590686594798445,0.25590686594798445,37.5358129321305,0.29320017030376549,0.44678330335412358,36.504137049082928
23,0.3760605863925611,0.3760605863925611,32.0734074818014,0.30765827144702268,0.48080084763174386,36.979839637296344
24,0.46729778842479386,0.46729778842479386,33.63195956528349,0.25340739369059667,0.40709298757011197,36.922867370079565
25,0.3792751976751281,0.3792751976751281,37.65114971015245,0.29546695456039185,0.46993345316700508,37.386637215136417
26,0.5261052411220286,0.5261052411220286,37.76453369133897,0.29239877769017814,0.47054781622878217,36.747740890142026
27,0.28835104373114295,0.28835104373114295,37.16924145439356,0.22689809561690122,0.39274857353090548,36.742560594481837
28,0.5853077033182659,0.5853077033182659,37.731436047695304,0.33796444026866707,0.48674187827526055,36.88239182590187
29,0.4254892535402133,0.4254892535402133,35.09367861861101,0.24541441907173217,0.41218616474242287,36.324286822823424
30,0.4367382350783713,0.4367382350783713,34.85198064555072,0.3538840695025442,0.50730493557267553,36.225802740553682
31,0.7405756874402628,0.7405756874402628,33.263166833660165,0.40681067052219871,0.56446052043817851,36.976615968959933
32,0.6049547114974376,0.6049547114974376,35.788689282991186,0.31508910356921033,0.47789606459165385,36.330678634391226
33,0.4468669390397342,0.4468669390397342,36.86530555417838,0.20737155976793525,0.39441456335588237,37.552628380572003
34,0.44394823630938907,0.44394823630938907,36.4662283054798,0.4433970257800155,0.59438240744104298,36.744581517505068
35,-1.0,0.5372170557336191,37.940822384059736,0.26352734696473046,0.45124545957256146,36.629583273523345
36,-1.0,0.4883544777111323,38.26692912074616,0.22700512792564603,0.41198792916956362,37.366734532031266
37,0.5333144858843325,0.5333144858843325,38.11471059880682,0.36869699266802514,0.52923016105690712,36.965048695709491
38,0.6851687479939605,0.6851687479939605,36.54862727994998,0.33423383651450544,0.50402398956915095,36.25695934794539
39,0.4329001848560614,0.4329001848560614,36.68292596029959,0.32884535756228594,0.47874957648938243,37.411197008507109
40,0.6498487725598728,0.6498487725598728,37.04060319477634,0.30882637376754674,0.47088677550871544,35.846806426546578
41,0.5409866503039932,0.5409866503039932,31.15778255591219,0.31244187356348629,0.48132209266885656,36.216660699943411
42,0.595469749416981,0.595469749416981,36.67460132306423,0.33802185776350657,0.47756803634302603,36.19796545765989
