episode,t,global_t,g_reward,legit_traffic,total_load
0,0,0,4.373156838388247e-05,4.373156838388247e-05,3.5073035791504394
0,1,1,0.0,0.0,5.827095441650916
0,2,2,0.0,0.0,3.7772895745489845
0,3,3,0.0,0.0,4.371352406381628
0,4,4,0.0,0.0,4.183526929949061
0,5,5,0.0,0.0,4.117918322940599
0,6,6,0.0,0.0,4.8175233429162905
0,7,7,0.0,0.0,5.712179706017278
0,8,8,0.00019602799237455353,0.00019602799237455353,4.805983187192539
0,9,9,0.0,0.0,5.907255267714905
0,10,10,0.0,0.0,4.094993261895944
0,11,11,0.00020085919814576809,0.00020085919814576809,4.76687689871837
0,12,12,0.0,0.0,6.150379179944305
0,13,13,0.0,0.0,5.742989737597147
0,14,14,0.0,0.0,6.04748551845235
0,15,15,0.0,0.0,5.568616735465606
0,16,16,0.0,0.0,5.195896063263332
0,17,17,0.0,0.0,3.5069146431361813
0,18,18,0.0,0.0,6.1136116076647715
0,19,19,0.0,0.0,4.725236161792638
0,20,20,0.0,0.0,6.464608056489452
0,21,21,0.0,0.0,6.426153666178785
0,22,22,0.0003014861832810689,0.0003014861832810689,5.2217612108031535
0,23,23,0.0,0.0,4.683700838261814
0,24,24,0.0,0.0,5.594933397534506
0,25,25,0.00030090637558913557,0.00030090637558913557,5.114158869190175
0,26,26,0.0,0.0,4.752838317924817
0,27,27,0.0,0.0,6.210554061552747
0,28,28,0.0,0.0,2.208945289188715
0,29,29,0.0,0.0,2.2416561311378027
0,30,30,0.0,0.0,2.1358470873083335
0,31,31,0.0,0.0,1.7642567502719566
0,32,32,0.0,0.0,1.1502602593711284
0,33,33,0.0,0.0,2.797791850562597
0,34,34,0.0,0.0,3.3306533804981435
0,35,35,0.0002178537651304996,0.0002178537651304996,4.680068343647556
0,36,36,0.0,0.0,6.461436824796665
0,37,37,0.0,0.0,2.0384341593911697
0,38,38,0.0002015508298296413,0.0002015508298296413,1.9996504026085697
0,39,39,0.0,0.0,2.1457499452692486
0,40,40,0.0,0.0,1.9715324146974753
0,41,41,0.0,0.0,0.7990361663971186
0,42,42,0.0,0.0,0.0
0,43,43,0.0,0.0,0.0
0,44,44,0.0,0.0,0.5852773946995097
0,45,45,0.0,0.0,0.5738756203686324
0,46,46,0.0,0.0,1.1803844059034079
0,47,47,0.0004479554893542304,0.0004479554893542304,2.0434527937607836
0,48,48,0.00047088962924483196,0.00047088962924483196,3.661252610006102
0,49,49,0.0,0.0,4.08378422108769
0,50,50,0.0,0.0,5.762830721296694
0,51,51,0.0001543986411707952,0.0001543986411707952,4.73940239496256
0,52,52,0.0,0.0,6.036245829009467
0,53,53,0.0,0.0,4.7088916858859715
0,54,54,0.0,0.0,7.863258424517772
0,55,55,0.0,0.0,4.735097746561101
0,56,56,0.0,0.0,5.99347255997262
0,57,57,0.0,0.0,4.9229691096244
0,58,58,0.0,0.0,3.6939795009776666
0,59,59,0.0,0.0,4.282402358017229
0,60,60,0.0003059977695365804,0.0003059977695365804,5.180744285805093
0,61,61,0.0,0.0,3.474726083933305
0,62,62,0.0,0.0,3.3982325575830368
0,63,63,0.0,0.0,4.257392486034217
0,64,64,0.0,0.0,1.9894965250715813
0,65,65,0.0,0.0,5.282577281037293
0,66,66,0.0,0.0,5.542435464191598
0,67,67,0.0,0.0,2.791174464113019
0,68,68,0.0,0.0,2.854539452126828
0,69,69,0.0,0.0,3.8608481122809675
0,70,70,0.0,0.0,3.9769019427528987
0,71,71,0.0,0.0,4.958634572760857
0,72,72,0.0,0.0,2.724381624573663
0,73,73,0.0,0.0,4.657337134763495
0,74,74,0.0,0.0,2.8659285354469457
0,75,75,0.0,0.0,3.452004406717675
0,76,76,0.0,0.0,5.081714072937235
0,77,77,0.0,0.0,4.022188954440336
0,78,78,0.0,0.0,3.966714328284525
0,79,79,0.0,0.0,3.8016945087396845
0,80,80,0.0,0.0,4.005721668076281
0,81,81,0.0,0.0,4.175615842091562
0,82,82,0.0,0.0,4.1604876318566975
0,83,83,0.0,0.0,4.7178088059312
0,84,84,0.0,0.0,4.045632351183057
0,85,85,0.0,0.0,3.251312557806515
0,86,86,0.0,0.0,4.376769666211414
0,87,87,0.0,0.0,4.054092145376746
0,88,88,0.0,0.0,2.7368948549458114
0,89,89,0.0,0.0,4.4722307861821875
0,90,90,0.0,0.0,3.976405780231366
0,91,91,0.0,0.0,4.110802203542591
0,92,92,0.0,0.0,3.479626406802299
0,93,93,0.0,0.0,3.132478491651285
0,94,94,0.0,0.0,4.59719023406683
0,95,95,0.0,0.0,4.36963324383724
0,96,96,0.00019045929313610323,0.00019045929313610323,3.0999564211569983
0,97,97,0.0,0.0,4.128658404593649
0,98,98,0.0,0.0,3.784798310613796
0,99,99,0.0,0.0,4.595197733039316
0,100,100,0.0,0.0,3.7404585192360567
0,101,101,0.0,0.0,4.572736806698799
0,102,102,0.0,0.0,4.195460956686685
0,103,103,0.0,0.0,3.228214916141562
0,104,104,0.0,0.0,4.453942367367302
0,105,105,0.0,0.0,2.3776543801616477
0,106,106,0.0,0.0,3.789943393211992
0,107,107,0.0,0.0,3.693621924428435
0,108,108,0.0,0.0,4.595551554690676
0,109,109,0.0,0.0,4.166111781833498
0,110,110,0.0,0.0,4.119180894626584
0,111,111,0.0,0.0,3.0872813750261896
0,112,112,0.00030920235748121,0.00030920235748121,5.976795263450752
0,113,113,0.0,0.0,4.1476655218784835
0,114,114,0.0,0.0,2.895625548095658
0,115,115,0.0,0.0,5.554017979645116
0,116,116,0.0,0.0,4.295275330205034
