1.0,1.000103,1.743429
1.0,2.0001,1.0485788
1.0,3.0000980000000004,1.0485782
1.0,4.0000990000000005,1.0485764
1.0,5.0000919999999995,0.419442
1.0,6.000101,0.6291462
1.0,7.0001050000000005,0.9016103
1.0,8.000101999999998,1.0467734
1.0,9.0001,0.9425149999999999
1.0,10.0001,1.0280631
1.0,11.0001,0.8376585999999999
1.0,12.0001,0.9419136
1.0,13.0001,0.7322097999999999
1.0,14.0001,0.5236879999999999
1.0,15.0001,0.8281716
1.0,16.0001,0.523091
1.0,17.0001,0.626743
1.0,18.0001,0.418841
1.0,19.0001,0.5230836
1.0,20.0001,0.5224856
1.0,21.0001,0.20911400000000002
1.0,22.0001,0.20911800000000003
1.0,23.00009,0.6267461999999999
1.0,24.0001,0.10425899999999999
1.0,25.00009,0.209119
1.0,26.00009,0.104261
1.0,27.00009,0.31397
1.0,28.00009,0.0
1.0,29.00009,0.0
1.0,30.00009,0.10425599999999997
1.0,31.0001,0.523089
1.0,32.00012,0.8364446
2.0,1.0001,2.7919110000000003
2.0,2.0000980000000004,1.0485762
2.0,3.0000980000000004,1.9922946000000001
2.0,4.000101000000001,1.3631472000000002
2.0,5.000099,1.1534422000000002
2.0,6.000090999999999,1.0485922
2.0,7.000096000000001,1.1510206000000003
2.0,8.000097,1.2570936000000001
2.0,9.000091,1.257102
2.0,10.000089999999998,1.1528258
2.0,11.00009,1.0473802
2.0,12.0001,0.7333976000000001
2.0,13.00009,1.0479812
2.0,14.0001,0.7333976000000001
2.0,15.00009,1.0473928
2.0,16.00008,0.6285502000000001
2.0,17.00009,0.7339968
2.0,18.0001,0.418825
2.0,19.00009,0.5242986
2.0,20.00008,0.5242922000000001
2.0,21.00008,0.5236816
2.0,22.00008,0.4194402
2.0,23.00009,0.313971
2.0,24.00009,0.41943059999999993
2.0,25.00009,0.20971499999999998
2.0,26.00009,0.20971359999999997
2.0,27.00009,0.314574
2.0,28.00009,0.20971700000000001
2.0,29.00009,0.1048576
2.0,30.00009,0.31397159999999996
2.0,31.00009,0.524285
2.0,32.0001,0.9424970000000001
3.0,1.000101,2.791903
3.0,2.00009,2.2911968
3.0,3.000093,1.3631658
3.0,4.0000990000000005,1.5728434
3.0,5.000095999999999,1.0486002
3.0,6.000097,1.5728504
3.0,7.000093000000001,1.2582982
3.0,8.000096000000001,1.2582732
3.0,9.000103,1.4680012
3.0,10.00009,1.2583141999999998
3.0,11.0001,1.0485558000000001
3.0,12.0001,1.258292
3.0,13.00009,1.1534712
3.0,14.0001,0.9437019999999999
3.0,15.00009,0.7340088
3.0,16.0001,1.04859
3.0,17.0001,0.8388578
3.0,18.0001,0.6291486
3.0,19.0001,0.5242896
3.0,20.00008,0.41942919999999995
3.0,21.00009,0.6291470000000001
3.0,22.0001,0.314579
3.0,23.0001,0.1048576
3.0,24.0001,0.41942859999999993
3.0,25.0001,0.1048576
3.0,26.0001,0.0
3.0,27.0001,0.209721
3.0,28.0001,0.3145686
3.0,29.0001,0.1048576
3.0,30.0001,0.0
3.0,31.0001,0.7340086
3.0,32.000080000000004,0.73403
4.0,1.000105,3.8264189999999996
4.0,2.000093,2.2020396
4.0,3.000103,1.572859
4.0,4.000099999999999,1.4680086
4.0,5.000102999999999,0.7340029999999999
4.0,6.000105,1.4680052000000001
4.0,7.0001,1.6777334
4.0,8.000101999999998,1.3631574
4.0,9.000103,1.4680184000000003
4.0,10.0001,1.3631422
4.0,11.0001,1.153436
4.0,12.0001,1.363138
4.0,13.0001,1.3631631999999998
4.0,14.0001,0.7339966
4.0,15.0001,1.3631684
4.0,16.00009,0.8388678
4.0,17.0001,0.6291528000000001
4.0,18.0001,0.7340001999999999
4.0,19.0001,0.6291411999999998
4.0,20.0001,0.41943079999999994
4.0,21.0001,0.20971520000000005
4.0,22.0001,0.6291542
4.0,23.0001,0.104859
4.0,24.0001,0.0
4.0,25.0001,0.1048576
4.0,26.0001,0.31457280000000004
4.0,27.0001,0.0
4.0,28.0001,0.0
4.0,29.0001,0.20971199999999998
4.0,30.0001,0.0
4.0,31.00009,1.1534552000000002
4.0,32.000080000000004,1.468004
5.0,1.000083,3.995074
5.0,2.0001040000000003,1.8833357999999998
5.0,3.0001019999999996,1.4680107999999998
5.0,4.000108,1.2582892
5.0,5.000102,1.1534651999999999
5.0,6.000099,1.7825572
5.0,7.000102,1.3631457999999999
5.0,8.000100999999999,1.3631668000000001
5.0,9.000095999999997,1.2582822
5.0,10.0001,1.2582786000000001
5.0,11.000110000000001,1.3631837999999998
5.0,12.00009,1.2582993999999998
5.0,13.00009,1.2582842000000003
5.0,14.00009,1.0485816
5.0,15.0001,0.6291462
5.0,16.0001,0.7340077999999999
5.0,17.0001,0.7340014
5.0,18.0001,0.41943160000000007
5.0,19.0001,0.629157
5.0,20.0001,0.7339981999999999
5.0,21.00012,0.3145529999999999
5.0,22.0001,0.2097106
5.0,23.0001,0.5242888
5.0,24.0001,0.2097176
5.0,25.0001,0.3145716
5.0,26.0001,0.0
5.0,27.0001,0.4194306
5.0,28.0001,0.0
5.0,29.00009,0.20972359999999998
5.0,30.0001,0.0
5.0,31.00009,0.8388898
5.0,32.00072000000001,1.2576019999999999
