#x,action
-52.083333333333336,6.5
-50.0,6.5
-47.916666666666664,6.5
-45.833333333333329,6.5
-43.749999999999993,6.5
-41.666666666666657,6.5
-39.583333333333321,6.5
-37.499999999999986,6.5
-35.41666666666665,6.5
-33.333333333333314,6.5
-31.249999999999982,6.5
-29.16666666666665,6.5
-27.083333333333318,6.5
-24.999999999999986,7.0
-22.916666666666654,6.5
-20.833333333333321,6.5
-18.749999999999989,6.5
-16.666666666666657,6.5
-14.583333333333323,6.5
-12.499999999999989,6.5
-10.416666666666655,6.5
-8.3333333333333215,6.5
-6.2499999999999876,6.5
-4.1666666666666536,6.5
-2.0833333333333202,6.5
1.3322676295501878e-14,6.5
2.0833333333333468,6.5
4.1666666666666803,6.5
6.2500000000000142,6.5
8.3333333333333481,6.5
10.416666666666682,6.5
12.500000000000016,6.5
14.58333333333335,6.5
16.666666666666682,6.5
18.750000000000014,6.5
20.833333333333346,6.5
22.916666666666679,6.5
25.000000000000011,6.5
27.083333333333343,6.0
29.166666666666675,6.0
31.250000000000007,6.0
33.333333333333343,6.0
35.416666666666679,6.5
37.500000000000014,6.5
39.58333333333335,6.5
41.666666666666686,6.5
43.750000000000021,6.5
45.833333333333357,6.5
47.916666666666693,6.5
50.000000000000028,6.5
