0,0.00012291007571750217
1,9.9163585238986544e-05
2,9.1649426354302303e-05
3,8.9916918012830952e-05
4,8.8044007619222012e-05
5,9.0697076585557722e-05
6,9.1971291436089404e-05
7,8.8838736216227215e-05
8,9.1131528218587243e-05
9,8.9184443155924478e-05
10,8.8875823550754127e-05
11,8.9961952633327909e-05
12,8.7108876970079204e-05
13,8.6712837219238279e-05
14,8.6229377322726778e-05
15,8.6462497711181635e-05
16,8.9605649312337235e-05
17,9.3744860755072703e-05
18,8.4563096364339194e-05
19,8.4963109758165142e-05
20,8.7638696034749344e-05
21,8.7847974565294053e-05
22,8.7663862440321176e-05
23,8.5096889071994356e-05
24,8.5504849751790363e-05
25,8.4915426042344832e-05
26,8.6498260498046878e-05
27,8.5071722666422525e-05
28,8.5094239976671004e-05
29,8.5775057474772132e-05
30,8.8242689768473309e-05
31,8.6016125149197047e-05
32,8.6124738057454431e-05
33,8.4952513376871744e-05
34,8.5177686479356556e-05
35,8.5263782077365447e-05
36,8.378293779161241e-05
37,8.5292922125922315e-05
38,8.4747208489312071e-05
39,8.3314047919379343e-05
40,8.5618760850694438e-05
41,8.4743234846327035e-05
42,8.5082319047715923e-05
43,8.4706147511800137e-05
44,8.4789594014485675e-05
45,8.4227985805935328e-05
46,8.3470344543457037e-05
47,8.4216064876980248e-05
48,8.4168381161159938e-05
49,8.3821349673800992e-05
50,8.5422727796766494e-05
51,8.5302193959554043e-05
52,8.4933969709608288e-05
53,8.3939234415690103e-05
54,8.3953804439968537e-05
55,8.4364414215087896e-05
56,8.3802806006537549e-05
57,8.3443853590223522e-05
58,8.3488888210720493e-05
59,8.3790885077582468e-05
60,8.6295604705810544e-05
61,8.4741910298665365e-05
62,8.5010793473985465e-05
63,8.4740585751003696e-05
64,8.6067782508002393e-05
65,8.4442562527126743e-05
66,8.4932645161946618e-05
67,8.4695551130506725e-05
68,8.4123346540662981e-05
69,8.3821349673800992e-05
70,8.6400243971082905e-05
71,8.5706180996365013e-05
72,8.4883636898464625e-05
73,8.4952513376871744e-05
74,8.4563096364339194e-05
75,8.3939234415690103e-05
76,8.3596176571316193e-05
77,8.3900822533501522e-05
78,8.4025330013699008e-05
79,8.3933936225043398e-05
80,8.5628032684326166e-05
81,8.3903471628824874e-05
82,8.4282292260064013e-05
83,8.564127816094293e-05
84,8.5041258070203988e-05
85,8.5062450832790797e-05
86,8.4576341840955944e-05
87,0.00027468336953057184
